time,temperature,load,vibration,status
196.82,40.26,2.22,1.0,failure
196.84,40.35,2.29,0.95,failure
196.86,40.49,2.24,0.9,failure
196.88,40.41,2.24,0.94,failure
196.9,40.11,2.3,0.93,failure
196.92,39.77,2.27,0.97,failure
196.94,40.21,2.23,0.95,failure
196.96,40.15,2.43,0.94,failure
196.98,40.46,2.56,0.96,failure
197.0,40.8,2.59,0.92,failure
197.02,40.74,2.75,0.93,failure
197.04,40.62,2.66,0.93,failure
197.06,40.82,2.66,0.89,failure
197.08,41.31,2.65,0.87,failure
197.1,41.53,2.5,0.85,failure
197.12,41.31,2.65,0.82,failure
197.14,41.09,2.67,0.84,failure
197.16,41.06,2.65,0.85,failure
197.18,41.54,2.66,0.85,failure
197.2,41.94,2.69,0.86,failure
197.22,41.95,2.55,0.88,failure
197.24,41.46,2.47,0.91,failure
197.26,41.35,2.33,0.88,failure
197.28,40.87,2.18,0.84,failure
197.3,40.5,2.03,0.86,failure
197.32,40.65,2.21,0.89,failure
197.34,40.72,2.36,0.93,failure
197.36,40.61,2.43,0.96,failure
197.38,40.13,2.55,0.96,failure
197.4,39.83,2.59,0.99,failure
197.42,39.6,2.76,0.95,failure
197.44,39.92,2.58,0.99,failure
197.46,40.26,2.44,0.98,failure
197.48,40.65,2.48,0.96,failure
197.5,40.37,2.47,0.92,failure
197.52,40.06,2.62,0.96,failure
197.54,40.13,2.43,0.97,failure
197.56,40.37,2.28,0.95,failure
197.58,40.47,2.38,0.99,failure
197.6,40.38,2.25,0.99,failure
197.62,39.91,2.1,1.0,failure
197.64,39.52,2.13,0.97,failure
197.66,39.7,2.23,1.0,failure
197.68,39.25,2.33,0.96,failure
197.7,38.95,2.18,0.95,failure
197.72,39.25,2.01,0.9,failure
197.74,39.16,2.18,0.87,failure
197.76,38.93,2.34,0.91,failure
197.78,39.42,2.19,0.89,failure
197.8,39.7,2.31,0.93,failure
197.82,39.35,2.34,0.9,failure
197.84,39.55,2.44,0.89,failure
197.86,39.93,2.29,0.84,failure
197.88,40.18,2.29,0.87,failure
197.9,40.17,2.38,0.91,failure
197.92,40.21,2.4,0.96,failure
197.94,40.48,2.26,0.92,failure
197.96,40.28,2.24,0.93,failure
197.98,39.93,2.34,0.91,normal
198.0,39.55,2.36,0.89,failure
198.02,39.4,2.36,0.93,failure
198.04,39.62,2.19,0.93,failure
198.06,39.7,2.18,0.94,failure
198.08,39.49,2.33,0.93,failure
198.1,39.71,2.18,0.93,failure
198.12,39.78,2.26,0.93,failure
198.14,39.91,2.11,0.92,failure
198.16,40.4,2.06,0.88,failure
198.18,40.03,2.19,0.84,failure
198.2,40.25,2.03,0.85,failure
198.22,40.03,2,0.87,failure
198.24,39.96,2,0.84,failure
198.26,39.89,2,0.86,failure
198.28,40.03,2.04,0.83,failure
198.3,40.41,2,0.81,failure
198.32,40.06,2.09,0.84,failure
198.34,40.53,2.1,0.85,failure
198.36,40.82,2,0.83,failure
198.38,41.04,2,0.84,failure
198.4,41.2,2.01,0.83,failure
198.42,41.03,2,0.87,failure
198.44,41.1,2,0.84,failure
198.46,41.1,2,0.82,failure
198.48,41.48,2,0.86,failure
198.5,41.97,2.14,0.91,failure
198.52,41.61,2.24,0.89,failure
198.54,41.9,2.06,0.92,failure
198.56,42.13,2.2,0.96,failure
198.58,42.05,2.22,0.95,failure
198.6,41.72,2.3,1.0,failure
198.62,41.77,2.23,1.0,failure
198.64,41.48,2.04,1.0,failure
198.66,41.91,2.05,1.0,failure
198.68,41.61,2,0.97,failure
198.7,41.35,2.17,1.0,failure
198.72,40.88,2.12,1.0,failure
198.74,41.17,2.04,1.0,failure
198.76,41.32,2.18,0.98,failure
198.78,40.92,2.21,1.0,failure
198.8,41.33,2.41,1.0,failure
198.82,41.0,2.46,0.98,failure
198.84,41.18,2.55,0.97,failure
198.86,41.27,2.49,0.95,failure
198.88,41.64,2.61,0.96,failure
198.9,42.1,2.59,0.92,failure
198.92,41.94,2.6,0.92,failure
198.94,41.55,2.77,0.9,failure
198.96,41.65,2.58,0.91,failure
198.98,41.25,2.77,0.87,failure
199.0,41.15,2.58,0.88,failure
199.02,41.61,2.45,0.88,failure
199.04,41.38,2.47,0.84,failure
199.06,41.38,2.4,0.87,failure
199.08,41.38,2.54,0.84,failure
199.1,41.6,2.38,0.81,failure
199.12,41.88,2.53,0.82,failure
199.14,41.96,2.55,0.8,failure
199.16,41.81,2.74,0.8,failure
199.18,42.08,2.59,0.83,failure
199.2,41.78,2.56,0.88,failure
199.22,41.86,2.68,0.84,failure
199.24,42.13,2.73,0.86,failure
199.26,41.65,2.67,0.84,failure
199.28,41.82,2.79,0.81,failure
199.3,42.12,2.95,0.85,failure
199.32,41.79,3.02,0.87,failure
199.34,41.85,3.07,0.9,failure
199.36,42.22,2.98,0.89,failure
199.38,42.24,2.98,0.91,failure
199.4,41.76,2.88,0.92,failure
199.42,41.72,2.68,0.89,failure
199.44,41.79,2.52,0.91,failure
199.46,41.77,2.67,0.9,failure
199.48,41.39,2.84,0.94,failure
199.5,41.08,2.74,0.91,failure
199.52,40.66,2.55,0.9,failure
199.54,40.39,2.42,0.91,failure
199.56,40.53,2.55,0.9,failure
199.58,40.07,2.58,0.92,failure
199.6,39.97,2.44,0.93,failure
199.62,39.64,2.6,0.9,failure
199.64,39.32,2.75,0.92,failure
199.66,39.56,2.58,0.93,failure
199.68,39.17,2.54,0.91,failure
199.7,39.66,2.5,0.9,failure
199.72,39.2,2.53,0.88,failure
199.74,39.28,2.55,0.93,failure
199.76,38.95,2.57,0.96,failure
199.78,38.73,2.67,0.99,failure
199.8,38.75,2.48,1.0,failure
199.82,38.72,2.63,1.0,failure
199.84,38.99,2.46,0.98,failure
199.86,39.34,2.49,0.95,failure
199.88,39.64,2.35,0.98,failure
199.9,39.56,2.23,0.96,failure
199.92,39.75,2.07,0.97,failure
199.94,39.65,2.27,1.0,failure
199.96,39.98,2.26,1.0,failure
199.98,40.22,2.4,0.97,normal
200.0,40.4,2.52,0.99,failure
200.02,40.62,2.52,0.98,failure
200.04,40.16,2.49,1.0,failure
200.06,40.51,2.5,1.0,failure
200.08,40.36,2.56,1.0,failure
200.1,40.29,2.73,1.0,failure
200.12,40.58,2.86,1.0,failure
200.14,40.74,2.76,0.96,failure
200.16,40.53,2.57,1.0,failure
200.18,41.02,2.53,1.0,failure
200.2,41.38,2.66,0.97,failure
200.22,41.7,2.71,0.93,failure
200.24,41.72,2.73,0.95,failure
200.26,41.57,2.61,0.96,failure
200.28,41.31,2.69,1.0,failure
200.3,41.22,2.89,1.0,failure
200.32,41.35,2.97,0.98,failure
200.34,41.63,3.16,1.0,failure
200.36,41.62,3.1,1.0,failure
200.38,41.93,3.24,1.0,failure
200.4,42.29,3.43,1.0,failure
200.42,42.52,3.29,1.0,failure
200.44,42.68,3.48,1.0,failure
200.46,42.58,3.45,1.0,failure
200.48,42.11,3.28,0.98,failure
200.5,42.56,3.45,0.93,failure
200.52,42.69,3.6,0.97,failure
200.54,42.46,3.66,0.95,failure
200.56,42.81,3.63,0.91,failure
200.58,42.78,3.52,0.88,failure
200.6,42.34,3.61,0.87,failure
200.62,42.52,3.42,0.87,failure
200.64,42.74,3.54,0.88,failure
200.66,42.75,3.72,0.86,failure
200.68,42.96,3.9,0.82,failure
200.7,42.53,3.95,0.85,failure
200.72,42.67,3.88,0.87,failure
200.74,42.39,3.74,0.86,failure
200.76,41.91,3.88,0.88,failure
200.78,41.98,3.98,0.85,failure
200.8,42.31,4.02,0.81,failure
200.82,42.52,3.84,0.77,failure
200.84,42.34,3.77,0.82,failure
200.86,42.7,3.71,0.85,failure
200.88,42.3,3.89,0.86,failure
200.9,42.33,3.98,0.89,failure
200.92,42.73,3.8,0.86,failure
200.94,42.63,3.78,0.81,failure
200.96,42.4,3.62,0.78,failure
200.98,42.72,3.62,0.77,failure
201.0,43.14,3.49,0.77,failure
201.02,43.2,3.49,0.76,failure
201.04,43.18,3.59,0.78,failure
201.06,43.52,3.62,0.81,failure
201.08,43.32,3.52,0.83,failure
201.1,43.32,3.35,0.85,failure
201.12,43.51,3.34,0.84,failure
201.14,43.12,3.37,0.83,failure
201.16,43.44,3.23,0.79,failure
201.18,42.98,3.28,0.82,failure
201.2,43.11,3.43,0.83,failure
201.22,42.62,3.35,0.86,failure
201.24,42.53,3.22,0.86,failure
201.26,42.3,3.11,0.9,failure
201.28,42.61,3.2,0.86,failure
201.3,42.4,3.26,0.83,failure
201.32,42.67,3.44,0.86,failure
201.34,42.27,3.58,0.83,failure
201.36,41.88,3.71,0.8,failure
201.38,42.05,3.74,0.78,failure
201.4,41.76,3.87,0.82,failure
201.42,42.19,3.98,0.84,failure
201.44,42.43,4.13,0.85,failure
201.46,42.73,4.2,0.81,failure
201.48,42.63,4.34,0.78,failure
201.5,42.98,4.2,0.82,failure
201.52,42.78,4.28,0.77,failure
201.54,42.78,4.25,0.74,failure
201.56,42.58,4.09,0.77,failure
201.58,42.56,4.03,0.78,failure
201.6,42.88,4.07,0.79,failure
201.62,42.59,3.95,0.8,failure
201.64,43.04,3.97,0.8,failure
201.66,43.46,3.88,0.77,failure
201.68,43.14,4.08,0.75,failure
201.7,42.69,4.08,0.74,failure
201.72,42.65,4.15,0.78,failure
201.74,43.05,3.97,0.82,failure
201.76,43.34,3.79,0.78,failure
201.78,43.13,3.65,0.76,failure
201.8,43.62,3.46,0.74,failure
201.82,43.37,3.44,0.69,failure
201.84,43.8,3.54,0.7,failure
201.86,44.24,3.43,0.69,failure
201.88,44.03,3.46,0.73,failure
201.9,44.44,3.48,0.75,failure
201.92,44.08,3.38,0.7,failure
201.94,43.67,3.23,0.69,failure
201.96,43.5,3.36,0.69,failure
201.98,43.79,3.36,0.68,normal
202.0,44.27,3.24,0.68,normal
202.02,44.58,3.25,0.73,normal
202.04,44.47,3.17,0.68,normal
202.06,44.08,3.3,0.64,normal
202.08,44.52,3.17,0.61,normal
202.1,44.43,3.36,0.56,normal
202.12,43.99,3.32,0.6,normal
202.14,43.7,3.17,0.62,normal
202.16,43.21,2.97,0.67,normal
202.18,42.86,3.17,0.69,normal
202.2,43.19,3.32,0.7,normal
202.22,43.66,3.2,0.73,normal
202.24,43.98,3.39,0.76,normal
202.26,43.94,3.46,0.78,normal
202.28,43.73,3.65,0.82,failure
202.3,43.96,3.68,0.86,failure
202.32,43.75,3.5,0.86,failure
202.34,43.66,3.47,0.87,failure
202.36,43.88,3.65,0.84,failure
202.38,43.47,3.83,0.82,failure
202.4,43.14,3.78,0.81,failure
202.42,43.51,3.68,0.8,failure
202.44,43.78,3.61,0.77,failure
202.46,44.23,3.44,0.73,failure
202.48,43.96,3.33,0.74,failure
202.5,44.15,3.19,0.77,failure
202.52,43.97,3.12,0.76,failure
202.54,44.08,3.15,0.73,failure
202.56,43.86,3.25,0.76,failure
202.58,43.84,3.24,0.77,failure
202.6,43.36,3.42,0.74,failure
202.62,42.99,3.23,0.73,failure
202.64,43.49,3.25,0.73,failure
202.66,43.64,3.23,0.7,failure
202.68,43.32,3.26,0.74,failure
202.7,43.77,3.21,0.77,failure
202.72,44.13,3.37,0.76,failure
202.74,43.95,3.39,0.72,failure
202.76,43.98,3.23,0.71,failure
202.78,44.2,3.41,0.71,failure
202.8,44.22,3.42,0.7,failure
202.82,44.24,3.53,0.65,failure
202.84,44.56,3.5,0.64,failure
202.86,44.08,3.45,0.68,failure
202.88,43.59,3.47,0.64,failure
202.9,43.15,3.32,0.66,failure
202.92,43.09,3.27,0.62,failure
202.94,43.38,3.21,0.64,failure
202.96,43.72,3.14,0.65,failure
202.98,43.73,2.98,0.68,failure
203.0,43.98,3.03,0.66,failure
203.02,43.94,3.04,0.62,failure
203.04,44.29,3.05,0.61,failure
203.06,43.97,3.03,0.66,failure
203.08,44.11,2.91,0.65,failure
203.1,44.44,2.84,0.7,failure
203.12,44.81,2.94,0.67,failure
203.14,44.35,2.74,0.64,failure
203.16,44.02,2.76,0.66,failure
203.18,43.76,2.87,0.62,failure
203.2,43.69,2.85,0.67,failure
203.22,43.62,2.78,0.68,failure
203.24,43.4,2.65,0.73,failure
203.26,43.44,2.79,0.74,failure
203.28,43.11,2.95,0.71,failure
203.3,43.09,2.88,0.76,failure
203.32,43.0,2.69,0.74,failure
203.34,43.48,2.57,0.75,failure
203.36,43.84,2.73,0.78,failure
203.38,43.78,2.68,0.77,failure
203.4,44.12,2.64,0.73,failure
203.42,44.15,2.7,0.75,failure
203.44,44.16,2.5,0.8,failure
203.46,44.39,2.7,0.75,failure
203.48,44.3,2.8,0.79,failure
203.5,44.13,2.61,0.84,failure
203.52,43.77,2.51,0.84,failure
203.54,43.68,2.36,0.82,failure
203.56,43.95,2.32,0.84,failure
203.58,43.52,2.3,0.88,failure
203.6,43.92,2.35,0.91,failure
203.62,43.65,2.48,0.91,failure
203.64,43.91,2.68,0.96,failure
203.66,44.21,2.73,0.97,failure
203.68,44.55,2.65,0.98,failure
203.7,44.67,2.69,0.96,failure
203.72,45.09,2.74,0.99,failure
203.74,44.73,2.9,1.0,failure
203.76,44.29,3.01,1.0,failure
203.78,44.35,2.99,0.96,failure
203.8,44.19,3.09,0.94,failure
203.82,44.23,3.0,0.98,failure
203.84,44.61,2.87,1.0,failure
203.86,44.65,3.01,1.0,failure
203.88,44.62,2.9,0.97,failure
203.9,44.15,2.89,0.94,failure
203.92,43.85,2.9,0.99,failure
203.94,43.91,3.06,1.0,failure
203.96,44.25,3.16,1.0,failure
203.98,44.54,3.31,1.0,failure
204.0,44.41,3.29,0.97,failure
204.02,44.08,3.37,1.0,failure
204.04,44.23,3.49,1.0,failure
204.06,44.58,3.6,1.0,failure
204.08,44.63,3.8,0.96,failure
204.1,44.96,3.68,0.93,failure
204.12,44.53,3.51,0.92,failure
204.14,44.38,3.52,0.91,failure
204.16,44.4,3.68,0.88,failure
204.18,44.22,3.56,0.86,failure
204.2,43.76,3.75,0.83,failure
204.22,44.14,3.91,0.83,failure
204.24,44.38,4.06,0.88,failure
204.26,44.24,3.87,0.88,normal
204.28,43.94,3.86,0.91,failure
204.3,43.51,3.81,0.91,failure
204.32,43.12,3.73,0.86,failure
204.34,42.92,3.87,0.89,failure
204.36,43.03,3.97,0.86,failure
204.38,42.62,4.07,0.89,failure
204.4,43.02,3.96,0.86,failure
204.42,42.6,3.92,0.89,failure
204.44,42.79,4.12,0.91,failure
204.46,43.21,4.03,0.91,failure
204.48,43.27,4.07,0.87,failure
204.5,43.28,4.0,0.91,failure
204.52,43.23,3.98,0.93,failure
204.54,43.58,3.96,0.94,failure
204.56,43.7,3.79,0.91,failure
204.58,44.19,3.75,0.94,failure
204.6,44.56,3.74,0.94,failure
204.62,44.32,3.86,0.94,failure
204.64,44.47,3.93,0.96,failure
204.66,44.03,4.01,0.95,failure
204.68,44.06,3.88,0.98,failure
204.7,44.18,3.7,0.98,failure
204.72,44.51,3.78,0.94,failure
204.74,44.25,3.87,0.89,failure
204.76,44.52,3.93,0.85,failure
204.78,44.69,3.74,0.87,failure
204.8,45.15,3.91,0.91,failure
204.82,44.69,3.82,0.93,failure
204.84,44.4,3.78,0.91,failure
204.86,44.42,3.84,0.92,failure
204.88,44.03,3.96,0.95,failure
204.9,43.76,4.1,0.9,failure
204.92,44.12,4.28,0.88,failure
204.94,44.3,4.14,0.92,failure
204.96,44.51,4.21,0.95,failure
204.98,44.34,4.17,0.97,failure
205.0,44.74,4.13,0.99,failure
205.02,45.16,4.28,0.94,failure
205.04,45.6,4.38,0.96,failure
205.06,45.39,4.4,0.92,failure
205.08,45.75,4.28,0.94,failure
205.1,45.77,4.24,0.95,failure
205.12,46.14,4.14,0.91,failure
205.14,45.65,3.96,0.93,failure
205.16,45.41,3.82,0.93,failure
205.18,45.24,3.79,0.96,failure
205.2,45.55,3.81,1.0,failure
205.22,45.92,3.93,1.0,failure
205.24,45.55,4.08,1.0,failure
205.26,45.96,4.13,1.0,failure
205.28,46.19,4.09,0.96,failure
205.3,46.14,3.9,0.95,failure
205.32,45.72,3.98,0.9,failure
205.34,45.74,3.84,0.86,failure
205.36,46.0,3.75,0.83,failure
205.38,46.12,3.73,0.79,failure
205.4,46.48,3.91,0.8,failure
205.42,46.93,4.03,0.82,failure
205.44,46.45,3.84,0.85,failure
205.46,46.15,3.77,0.82,failure
205.48,46.58,3.78,0.78,failure
205.5,47.04,3.67,0.79,failure
205.52,47.22,3.6,0.75,failure
205.54,47.45,3.73,0.77,failure
205.56,47.02,3.93,0.76,failure
205.58,46.85,3.99,0.77,failure
205.6,47.15,4.11,0.75,failure
205.62,47.13,4.04,0.7,failure
205.64,46.77,4.07,0.68,failure
205.66,46.81,4.26,0.72,failure
205.68,46.48,4.27,0.74,failure
205.7,46.4,4.4,0.71,failure
205.72,46.79,4.5,0.74,failure
205.74,47.24,4.59,0.69,failure
205.76,46.85,4.72,0.69,failure
205.78,47.14,4.91,0.72,failure
205.8,47.53,4.78,0.75,failure
205.82,47.53,4.72,0.77,failure
205.84,47.14,4.53,0.75,failure
205.86,47.58,4.51,0.76,failure
205.88,47.39,4.38,0.81,failure
205.9,47.34,4.38,0.85,failure
205.92,47.46,4.55,0.87,failure
205.94,47.75,4.75,0.91,failure
205.96,48.07,4.72,0.87,failure
205.98,47.93,4.59,0.88,failure
206.0,48.03,4.58,0.92,failure
206.02,47.76,4.49,0.94,failure
206.04,47.33,4.52,0.95,failure
206.06,46.96,4.34,0.92,failure
206.08,46.78,4.53,0.9,failure
206.1,46.39,4.44,0.92,failure
206.12,46.04,4.28,0.9,failure
206.14,46.05,4.11,0.87,failure
206.16,46.24,4.19,0.83,failure
206.18,46.29,4.2,0.8,failure
206.2,46.21,4.01,0.79,failure
206.22,45.81,4.21,0.82,failure
206.24,45.66,4.25,0.84,failure
206.26,45.28,4.22,0.87,normal
206.28,44.87,4.13,0.83,failure
206.3,45.19,3.99,0.79,failure
206.32,44.73,4.09,0.82,failure
206.34,44.96,3.91,0.77,failure
206.36,45.23,3.76,0.8,failure
206.38,45.2,3.85,0.81,failure
206.4,45.32,3.75,0.8,failure
206.42,45.55,3.59,0.77,failure
206.44,45.66,3.58,0.79,failure
206.46,45.45,3.44,0.83,failure
206.48,45.66,3.24,0.82,failure
206.5,45.7,3.33,0.81,failure
206.52,46.06,3.44,0.84,failure
206.54,46.03,3.59,0.79,failure
206.56,46.02,3.7,0.82,failure
206.58,45.78,3.73,0.83,failure
206.6,46.18,3.9,0.86,failure
206.62,45.69,4.05,0.86,failure
206.64,45.23,4.1,0.84,failure
206.66,45.51,4.21,0.88,failure
206.68,45.9,4.07,0.88,failure
206.7,45.46,4.01,0.92,failure
206.72,45.95,3.9,0.91,failure
206.74,45.88,3.81,0.93,failure
206.76,46.01,3.96,0.98,failure
206.78,45.92,3.76,0.96,failure
206.8,45.73,3.88,0.95,failure
206.82,45.92,3.91,0.94,failure
206.84,46.19,3.77,0.94,failure
206.86,46.4,3.61,0.95,failure
206.88,46.24,3.7,0.96,failure
206.9,45.92,3.57,1.0,failure
206.92,45.77,3.75,1.0,failure
206.94,45.29,3.85,0.97,failure
206.96,45.29,4.0,1.0,failure
206.98,45.42,4.1,0.98,failure
207.0,45.75,4.17,1.0,failure
207.02,45.79,4.01,1.0,failure
207.04,45.55,4.11,0.97,failure
207.06,45.35,4.16,0.96,failure
207.08,45.82,4.23,1.0,failure
207.1,46.01,4.08,1.0,failure
207.12,46.08,3.94,1.0,failure
207.14,45.78,4.0,0.99,failure
207.16,46.19,4.11,0.96,failure
207.18,46.48,4.28,1.0,failure
207.2,46.12,4.15,1.0,failure
207.22,46.46,4.09,1.0,failure
207.24,45.98,4.13,1.0,failure
207.26,46.42,4.2,1.0,failure
207.28,46.75,4.22,1.0,failure
207.3,46.66,4.16,0.97,failure
207.32,46.55,4.13,0.93,failure
207.34,47.02,4.21,0.93,failure
207.36,46.95,4.06,0.93,failure
207.38,46.9,4.01,0.91,failure
207.4,47.18,4.07,0.86,failure
207.42,46.7,4.24,0.89,failure
207.44,46.34,4.22,0.89,failure
207.46,45.87,4.06,0.87,failure
207.48,45.84,4.14,0.85,failure
207.5,45.56,3.96,0.86,failure
207.52,45.29,4.11,0.83,failure
207.54,45.78,4.05,0.88,failure
207.56,45.56,4.16,0.91,failure
207.58,45.58,4.14,0.92,failure
207.6,45.46,4.2,0.91,failure
207.62,45.0,4.25,0.92,failure
207.64,44.88,4.36,0.93,failure
207.66,45.18,4.4,0.9,failure
207.68,44.72,4.56,0.91,failure
207.7,45.16,4.4,0.87,failure
207.72,45.0,4.35,0.89,failure
207.74,44.89,4.27,0.86,failure
207.76,45.26,4.37,0.85,failure
207.78,45.46,4.23,0.82,failure
207.8,45.26,4.37,0.84,failure
207.82,44.8,4.22,0.82,failure
207.84,44.9,4.39,0.8,failure
207.86,45.03,4.26,0.77,failure
207.88,44.79,4.25,0.73,failure
207.9,44.68,4.33,0.73,failure
207.92,45.02,4.47,0.7,failure
207.94,44.55,4.51,0.72,failure
207.96,44.9,4.49,0.72,failure
207.98,45.0,4.53,0.68,failure
208.0,45.14,4.57,0.7,failure
208.02,44.73,4.73,0.66,failure
208.04,44.78,4.6,0.64,failure
208.06,44.62,4.79,0.68,failure
208.08,45.03,4.78,0.64,failure
208.1,44.76,4.77,0.67,failure
208.12,45.19,4.6,0.69,failure
208.14,45.49,4.5,0.73,failure
208.16,45.37,4.49,0.73,failure
208.18,45.28,4.41,0.68,failure
208.2,45.49,4.49,0.68,failure
208.22,45.88,4.37,0.66,failure
208.24,46.06,4.53,0.61,failure
208.26,46.42,4.33,0.59,normal
208.28,45.95,4.16,0.55,normal
208.3,46.04,4.35,0.54,normal
208.32,45.7,4.17,0.58,normal
208.34,45.72,4.04,0.58,normal
208.36,45.42,3.96,0.6,normal
208.38,44.98,3.89,0.58,normal
208.4,44.65,3.82,0.59,normal
208.42,44.51,3.97,0.61,normal
208.44,44.88,4.06,0.65,normal
208.46,45.04,4.2,0.61,normal
208.48,45.0,4.2,0.59,normal
208.5,45.28,4.12,0.59,normal
208.52,45.7,4.25,0.56,normal
208.54,45.72,4.05,0.54,normal
208.56,45.99,3.94,0.53,normal
208.58,46.21,3.98,0.56,normal
208.6,46.17,3.82,0.54,normal
208.62,45.87,4.0,0.56,normal
208.64,46.0,4.17,0.52,normal
208.66,45.98,4.34,0.56,normal
208.68,46.14,4.15,0.6,normal
208.7,46.24,4.18,0.57,normal
208.72,46.56,4.05,0.58,normal
208.74,46.1,3.97,0.6,normal
208.76,46.18,3.95,0.56,normal
208.78,45.86,3.95,0.6,normal
208.8,45.51,4.1,0.64,normal
208.82,45.98,4.14,0.61,normal
208.84,46.4,4.25,0.6,normal
208.86,45.91,4.39,0.62,normal
208.88,46.01,4.32,0.59,normal
208.9,45.58,4.43,0.58,normal
208.92,45.8,4.3,0.53,normal
208.94,45.85,4.45,0.52,normal
208.96,46.24,4.55,0.5,normal
208.98,46.43,4.68,0.54,normal
209.0,46.76,4.49,0.58,normal
209.02,46.83,4.4,0.58,normal
209.04,46.8,4.4,0.58,normal
209.06,46.3,4.49,0.56,normal
209.08,46.51,4.63,0.59,normal
209.1,46.07,4.75,0.58,normal
209.12,45.64,4.66,0.54,normal
209.14,46.13,4.53,0.5,normal
209.16,46.07,4.69,0.48,normal
209.18,45.61,4.69,0.45,normal
209.2,45.34,4.87,0.49,normal
209.22,44.84,4.99,0.53,normal
209.24,44.84,5.06,0.55,normal
209.26,44.35,4.99,0.56,normal
209.28,44.54,4.88,0.56,normal
209.3,44.97,4.91,0.58,normal
209.32,45.23,5.08,0.56,normal
209.34,45.03,4.98,0.6,normal
209.36,44.97,4.91,0.58,normal
209.38,45.42,5.05,0.54,normal
209.4,44.93,5.01,0.5,normal
209.42,44.88,4.98,0.54,normal
209.44,44.96,5.08,0.59,normal
209.46,45.33,5.2,0.58,normal
209.48,45.18,5.37,0.56,normal
209.5,44.88,5.56,0.59,normal
209.52,45.36,5.52,0.57,normal
209.54,45.39,5.53,0.52,normal
209.56,45.64,5.72,0.49,normal
209.58,45.34,5.78,0.52,normal
209.6,45.19,5.65,0.49,normal
209.62,45.02,5.63,0.5,normal
209.64,44.8,5.52,0.48,normal
209.66,45.27,5.38,0.47,normal
209.68,45.74,5.23,0.42,normal
209.7,46.21,5.38,0.38,normal
209.72,46.5,5.36,0.38,normal
209.74,46.13,5.35,0.42,normal
209.76,46.23,5.54,0.4,normal
209.78,46.48,5.58,0.37,normal
209.8,46.62,5.65,0.38,normal
209.82,47.05,5.76,0.43,normal
209.84,47.08,5.56,0.39,normal
209.86,47.35,5.56,0.36,normal
209.88,47.25,5.44,0.36,normal
209.9,47.28,5.37,0.35,normal
209.92,47.22,5.41,0.31,normal
209.94,47.41,5.34,0.32,normal
209.96,47.84,5.16,0.33,normal
209.98,47.7,5.32,0.35,normal
210.0,48.09,5.4,0.31,normal
210.02,48.17,5.29,0.33,normal
210.04,47.86,5.23,0.29,normal
210.06,48.1,5.41,0.25,normal
210.08,47.74,5.57,0.2,normal
210.1,47.91,5.42,0.23,normal
210.12,47.97,5.49,0.21,normal
210.14,48.22,5.63,0.18,normal
210.16,48.33,5.7,0.14,normal
210.18,47.89,5.66,0.1,normal
210.2,47.48,5.51,0.1,normal
210.22,47.75,5.57,0.1,normal
210.24,47.33,5.63,0.1,normal
210.26,47.43,5.54,0.1,normal
210.28,47.69,5.64,0.1,normal
210.3,48.0,5.61,0.14,normal
210.32,47.99,5.57,0.13,normal
210.34,48.09,5.64,0.11,normal
210.36,48.03,5.76,0.11,normal
210.38,48.32,5.63,0.13,normal
210.4,48.73,5.81,0.11,normal
210.42,49.11,5.84,0.13,normal
210.44,48.81,6.03,0.17,normal
210.46,48.45,5.88,0.13,normal
210.48,48.65,5.97,0.17,normal
210.5,48.43,6.15,0.17,normal
210.52,48.71,6.34,0.16,normal
210.54,48.98,6.37,0.18,normal
210.56,49.4,6.17,0.19,normal
210.58,49.54,6.17,0.19,normal
210.6,49.33,6.3,0.17,normal
210.62,49.76,6.1,0.15,normal
210.64,49.64,6.02,0.17,normal
210.66,49.29,5.9,0.19,normal
210.68,49.16,5.87,0.15,normal
210.7,48.88,6.01,0.18,normal
210.72,49.11,5.86,0.19,normal
210.74,49.46,5.66,0.2,normal
210.76,49.25,5.51,0.2,normal
210.78,49.38,5.44,0.18,normal
210.8,49.59,5.26,0.15,normal
210.82,49.4,5.4,0.12,normal
210.84,48.91,5.42,0.1,normal
210.86,48.71,5.46,0.13,normal
210.88,48.96,5.49,0.11,normal
210.9,49.2,5.58,0.1,normal
210.92,48.82,5.47,0.1,normal
210.94,49.01,5.6,0.14,normal
210.96,48.55,5.79,0.15,normal
210.98,48.62,5.95,0.1,normal
211.0,48.25,6.13,0.1,normal
211.02,48.55,6.01,0.11,normal
211.04,48.89,5.9,0.1,normal
211.06,48.42,6.0,0.1,normal
211.08,48.06,6.14,0.15,normal
211.1,48.01,6.03,0.11,normal
211.12,48.35,5.96,0.1,normal
211.14,47.87,6.08,0.12,normal
211.16,47.47,5.92,0.17,normal
211.18,47.14,6.04,0.18,normal
211.2,46.72,6.18,0.15,normal
211.22,47.05,6.31,0.1,normal
211.24,47.31,6.18,0.1,normal
211.26,47.6,6.19,0.1,normal
211.28,47.27,6.05,0.11,normal
211.3,47.51,6.08,0.1,normal
211.32,47.34,6.1,0.15,normal
211.34,47.14,6.26,0.16,normal
211.36,47.36,6.36,0.16,normal
211.38,47.55,6.48,0.14,normal
211.4,47.62,6.65,0.1,normal
211.42,47.58,6.51,0.14,normal
211.44,47.91,6.4,0.14,normal
211.46,47.48,6.59,0.1,normal
211.48,47.32,6.41,0.13,normal
211.5,47.15,6.58,0.11,normal
211.52,47.26,6.56,0.1,normal
211.54,47.54,6.46,0.1,normal
